actual_label,risk_probability,risk_score_0_100,predicted_label
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.00036270581786667,0.04,0
0,0.008788819274128607,0.88,0
0,0.0036642046989671584,0.37,0
0,0.0008724430958242823,0.09,0
0,0.008788819274128607,0.88,0
0,0.0018410087360302809,0.18,0
0,0.03589811547878137,3.59,1
0,0.00024483649018689787,0.02,0
0,0.004169380399778669,0.42,0
0,0.00036237448464468284,0.04,0
0,0.02974211915401918,2.97,1
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.0002221342765314733,0.02,0
0,0.0016291568988501778,0.16,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.0008698495937552587,0.09,0
0,0.008788819274128607,0.88,0
0,0.004545695784955771,0.45,0
0,0.0004649805575954738,0.05,0
0,0.008788819274128607,0.88,0
0,0.000474359331128571,0.05,0
0,0.009778905445447947,0.98,0
0,0.017533838515497883,1.75,1
0,0.008788819274128607,0.88,0
0,0.003869317414331257,0.39,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008267429940381094,0.83,0
0,0.00018163305532803051,0.02,0
0,0.004358679814318172,0.44,0
0,0.0036717867605008674,0.37,0
0,0.001763645146040101,0.18,0
0,0.0043822416671983385,0.44,0
0,0.008788819274128607,0.88,0
0,0.0010882709681041944,0.11,0
0,0.008788819274128607,0.88,0
0,0.000361188195426374,0.04,0
0,0.00407225494099617,0.41,0
0,0.002122486179356125,0.21,0
0,0.0004692138729451913,0.05,0
0,0.008788819274128607,0.88,0
0,0.0031386279599833963,0.31,0
0,0.009778905445447947,0.98,0
0,0.0034928300067709806,0.35,0
0,0.005863183307717392,0.59,0
0,0.0008193459253520581,0.08,0
0,0.00710347195388907,0.71,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.0008247173769202866,0.08,0
0,0.008788819274128607,0.88,0
0,0.0038604453503725197,0.39,0
0,0.0004976784198893803,0.05,0
0,0.008237619761739347,0.82,0
0,0.00544764068577179,0.54,0
0,0.00034288946467288744,0.03,0
0,0.008212503896464008,0.82,0
0,0.0013900575646848396,0.14,0
0,0.009778905445447947,0.98,0
0,0.00022750146547792743,0.02,0
0,0.0007501247744133488,0.08,0
0,0.0005979484556345525,0.06,0
0,0.000560319523983789,0.06,0
0,0.005108646908204899,0.51,0
0,0.0007631655376472426,0.08,0
0,0.0016049482127176988,0.16,0
0,0.008212503896464008,0.82,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.008267429940381094,0.83,0
0,0.0057994668145267105,0.58,0
0,0.003987723737154641,0.4,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.0008330541212355842,0.08,0
0,0.012350013589447952,1.24,1
0,0.05608819415763277,5.61,1
0,0.008788819274128607,0.88,0
0,0.008182622399634465,0.82,0
0,0.009778905445447947,0.98,0
0,0.0004711676987520315,0.05,0
0,0.04763481019417425,4.76,1
0,0.009778905445447947,0.98,0
0,0.0005361474501452132,0.05,0
0,0.00022843554683616167,0.02,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.00026493092817539047,0.03,0
0,0.0009096497313997437,0.09,0
0,0.003087305646167969,0.31,0
0,0.002964870554718982,0.3,0
0,0.0016305502947304127,0.16,0
0,0.0057105815960816625,0.57,0
0,0.01055312388231027,1.06,1
0,0.00045805913433777585,0.05,0
0,0.0025987304842112367,0.26,0
0,0.007363893168007508,0.74,0
0,0.003962153744696824,0.4,0
0,0.009160544558141982,0.92,0
0,0.00040805329730683276,0.04,0
0,0.008212503896464008,0.82,0
0,0.004328466362243468,0.43,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.0007618493567815041,0.08,0
0,0.008212503896464008,0.82,0
0,0.008788819274128607,0.88,0
0,0.0009036310847821657,0.09,0
0,0.008788819274128607,0.88,0
0,0.0010943984160494426,0.11,0
0,0.009927821552032067,0.99,0
0,0.0006483068312998294,0.06,0
0,0.0040615199235442346,0.41,0
0,0.008788819274128607,0.88,0
0,0.002041997575739942,0.2,0
0,0.008788819274128607,0.88,0
0,0.005294391977004738,0.53,0
0,0.003937455671698228,0.39,0
0,0.002721135059199796,0.27,0
0,0.0005179235894811508,0.05,0
0,0.0002459502946042221,0.02,0
0,0.0011891332801052907,0.12,0
0,0.000569174622670433,0.06,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.0003083827500754427,0.03,0
0,0.003190845155061044,0.32,0
0,0.00016013420422133294,0.02,0
0,0.008356718041798335,0.84,0
0,0.000231799607503823,0.02,0
0,0.008237619761739347,0.82,0
0,0.008788819274128607,0.88,0
0,0.008237619761739347,0.82,0
0,0.00048449832991997993,0.05,0
0,0.00042319987027248046,0.04,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.00507514734079686,0.51,0
0,0.0005353461060498572,0.05,0
0,0.011590644933586811,1.16,1
0,0.008788819274128607,0.88,0
0,0.005074318146522545,0.51,0
0,0.0033706997773649025,0.34,0
0,0.0006834667006655575,0.07,0
0,0.002400495243177583,0.24,0
0,0.008267429940381094,0.83,0
0,0.008788819274128607,0.88,0
0,0.0003630366402788602,0.04,0
0,0.009778905445447947,0.98,0
0,0.0015448261087788152,0.15,0
0,0.00027013259080671184,0.03,0
0,0.008788819274128607,0.88,0
0,0.000725861682494511,0.07,0
0,0.0006537348154922191,0.07,0
0,0.0004354189745732352,0.04,0
0,0.009778905445447947,0.98,0
0,0.008212503896464008,0.82,0
0,0.008788819274128607,0.88,0
0,0.0025987304842112367,0.26,0
0,0.0007652588044616848,0.08,0
0,0.0037912626777344255,0.38,0
0,0.008212503896464008,0.82,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0002825474219690401,0.03,0
0,0.0004239117828606729,0.04,0
0,0.00014724653963563345,0.01,0
0,0.0009902812730789685,0.1,0
0,0.004204020636285945,0.42,0
0,0.008788819274128607,0.88,0
0,0.0027119778646761375,0.27,0
0,0.009950350127784462,1.0,0
0,0.006745382561827965,0.67,0
0,0.0034074902781251653,0.34,0
0,0.005248565427656399,0.52,0
0,0.0003300743717390457,0.03,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0005487778434732476,0.05,0
0,0.007598650690418602,0.76,0
0,0.002699984271019397,0.27,0
0,0.003496954358838062,0.35,0
0,0.005761077883043841,0.58,0
0,0.008267429940381094,0.83,0
0,0.008237619761739347,0.82,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0006645431326039236,0.07,0
